id,saleprice
680,149212.26147637688
1153,118162.30233053342
1291,152361.8001591842
1818,163292.9423197636
2161,179154.07167269016
1883,131217.67623962564
350,340561.41840237414
2473,158886.27336429927
295,184050.68203664036
293,194692.25426167544
859,118509.03426728753
288,81260.48114574306
1578,143594.00608046586
102,189815.5721651162
2831,197583.80619421595
1030,178198.77856364
2551,134453.6996760397
1286,134834.5528470753
958,296063.4507567055
776,125888.05128577098
72,197979.83032072597
2263,261946.57382002694
1866,146156.10546760834
2876,78817.14163677767
2146,295191.2794504387
103,163073.70053933788
1500,145803.29953823544
492,186801.7053054585
167,137999.71800738032
2597,121069.09495017346
2685,112027.79182641629
1035,147461.93611671202
1220,74867.28970453555
2602,124600.2684076028
2159,223072.10082192076
695,153828.16771992404
1109,253732.92419737435
640,194614.967050527
1652,139558.03146780166
2090,194538.3366647497
1188,192107.02956973313
2345,237152.83778169937
1059,412636.92733914044
2751,249805.81076371792
128,187482.89397982715
1523,162574.69252802606
2925,157131.61535242194
2145,328859.0305730996
1121,222168.41519986466
566,308166.71937694907
565,223122.28555860775
1331,134398.66381348748
2928,125583.36595883754
156,149337.3091246225
797,156551.1727059405
327,113559.48343533327
2859,141606.28987116
1453,110574.13181695987
1762,359472.56555087847
1868,196287.4013699492
1760,188338.73969315758
1113,261553.32314131327
1812,195357.10846914782
117,167597.64976574402
1142,213899.87387790164
2342,359423.11736112065
927,128932.0852253864
2478,203993.40727401257
655,95424.20935810935
2064,119178.56391772123
369,224788.26641796588
2239,121875.0784104064
2732,215563.41948260303
1653,154052.35427728196
959,210736.01965714808
2395,328391.0653979996
1412,110985.85303158854
271,269749.817881814
1484,142473.72546654913
1497,142244.74899594256
552,148031.34680084934
2,120291.8474101678
1855,264424.0244823046
4,244946.6075849214
2292,152526.05673505279
134,127151.35415080447
646,114301.48467702777
42,328419.1787023498
532,228563.9401875825
713,120185.81592864939
2561,124216.37664214295
2360,133689.5175164073
1333,131468.10119071242
1407,212192.16785151116
2892,273003.7377906363
574,235284.17716570228
1227,182032.44106710108
2591,220467.35714241452
1476,221713.97074545122
1125,283054.71471847285
1446,123859.92740937191
408,126213.87268792989
1101,304325.1513710973
2251,180024.05191768362
373,197235.47736278584
2554,116155.31613487146
2382,279651.02338794083
1985,88658.66821217479
519,215078.94247746893
1093,204467.85091410522
864,282894.12934570067
2889,147121.6200338001
2308,171584.1462882851
986,157249.5262058212
1302,146514.45434177227
585,156887.52030436805
2708,154630.15648492772
147,133243.00080874318
1441,223075.45329903776
383,165548.80084865965
285,158724.17407356406
181,124024.6105637652
358,159458.27697826485
780,128819.01812741303
258,201641.11985062837
1865,213898.8215971741
692,142098.0576177823
2902,324930.1742146539
508,297540.21185902954
2638,124528.0857514739
36,154095.54712210904
611,175381.80176710637
2281,120101.04190554886
1678,130959.10763671712
1696,432881.260068416
1557,95912.56276608071
2180,158292.81276573412
1726,220365.60260438602
951,133378.85917850616
267,244645.90227255996
2706,130347.10880349678
2221,208138.38782195776
1357,180402.82970367468
2901,307490.8223404987
347,159969.79479960568
2164,175697.62708559717
1586,318733.38455078343
360,159663.3796857466
1769,237119.48916271835
2617,84278.53420240607
1879,154488.9045001204
991,201784.15011577556
1535,122933.10244666334
1191,153818.04434294562
1579,202205.94875826951
1882,141471.36037703112
1510,126871.61469891833
2196,130417.90172450387
1845,183194.9073131048
2336,414844.1154859791
942,101944.52114228386
861,120579.17063651928
2555,108120.17091067639
1392,139151.73599134368
2099,290822.63164376223
1543,123949.40748378843
948,267770.1594686164
1239,158127.97647267097
22,148047.15088725905
2796,262051.64221674443
2747,167984.24820166352
92,312059.0567954424
210,150660.540801325
1858,209672.65745954082
2228,173035.06398114044
447,239829.34887868018
827,245768.2773299878
1649,208187.013336437
682,136937.9127822101
2698,121349.30266887143
494,139852.5739043562
214,87105.07896032468
2441,277700.1012844173
2679,107943.5752960134
1336,126756.98215879203
465,172638.33463168226
1524,125430.80381270658
2543,115235.86898016653
631,127009.29147445988
2452,327846.1988802675
228,149392.66186586407
126,158503.960377548
1092,210918.59477560414
1122,206988.07749144713
932,178923.21942824783
1980,96339.29141501602
2171,115023.2302849424
551,151633.14490803488
2768,163204.65408465732
2056,119024.93228829771
1159,385427.03024842276
2645,114113.59668348698
1174,167898.3569104488
2266,212964.69319314088
2462,412160.2125939225
1219,143276.17763626124
2922,196545.77042953664
118,144894.44077737632
474,169404.95617224605
2576,160437.3748279362
872,290420.6515828908
1077,225032.04149860295
1536,137821.81595598167
1150,124902.51780114252
2341,304505.3875146804
1931,141466.14325156942
2785,125138.54753602878
2538,128308.08005370207
597,228386.72135006322
464,195605.70750901147
233,241298.11327610078
2169,123629.28223791011
2123,148481.9955431496
1867,171542.39302486082
137,266700.78956719744
515,228499.89466362348
933,123720.91958560901
2784,154432.28818614813
972,174642.60540611198
599,158454.11276745924
2614,114745.36969856685
2582,133833.91283078174
1409,150000.7870698766
175,93846.57075674034
352,228776.67872949972
976,103048.36683907037
2134,204152.02355726785
984,113097.55658401921
2396,337513.7154597358
1673,123284.28097247721
404,138712.28114330268
607,165474.0603764948
814,172977.2900344663
868,206438.2271493759
2271,202561.0167072777
1633,238175.06613729062
337,254447.60912888212
2765,159451.19146748362
1746,226388.53360266265
368,342682.7236783826
2806,206195.52507265587
1662,188852.7175915098
1234,213359.1960359272
1373,135019.71138547792
1672,114028.7582523821
1939,115999.48035552213
